Rebalance_Date,Portfolio,AAPL,MSFT,JPM,XOM,JNJ,PG,NVDA,KO,CAT,HD
2019-04-08,Minimum Variance,0.04573920078736379,0.0,0.09701558589512832,0.1259784718598482,0.15547648332766745,0.1840653149995457,0.0,0.3,2.0345906808301728e-17,0.09172494313044653
2019-04-08,Maximum Sharpe,0.0,0.2324529843878358,0.29999999999999993,1.5983671861915416e-16,0.0,0.25203178365944556,0.18424799546359508,1.1438260132888343e-16,0.0,0.03126723648912325
2019-07-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2019-07-08,Minimum Variance,0.04174819709826129,1.3337428973631221e-18,0.12816081929552922,0.12497980682506826,0.13112604879145168,0.1896863899254673,0.0,0.3,1.0918555558017915e-17,0.08429873806422233
2019-07-08,Maximum Sharpe,0.06738782759243986,0.2999999999999999,0.2843926860211568,8.652421620164617e-16,0.0,0.2611212827678681,0.04412518407089471,0.0,0.0,0.042973019547640275
2019-10-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2019-10-08,Minimum Variance,0.019926428295825648,9.176028527395244e-18,0.11593434170445761,0.12200214317743185,0.15941759970226324,0.18517695872090337,0.0,0.3,0.0,0.09754252839911813
2019-10-08,Maximum Sharpe,0.027902065629428048,0.29999999999999977,0.14928551273093457,5.461984089685503e-16,2.0557501477942935e-16,0.18518623217893931,0.026020760771903826,0.12778816685989955,0.0,0.18381726182889432
2020-01-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2020-01-08,Minimum Variance,0.023037420361687214,1.0370037121109327e-17,0.10443904972700138,0.13651622657151016,0.1538376928516153,0.19056434454046073,0.0,0.3,1.1406091462794422e-17,0.09160526594772517
2020-01-08,Maximum Sharpe,0.20206434669963105,0.3,0.0473732950015407,0.0,1.3768132867567546e-16,0.2396551707938727,1.259343057641703e-16,0.14045001601921728,0.0,0.07045717148573886
2020-04-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2020-04-08,Minimum Variance,0.0,2.9458689432881832e-18,0.0,0.16197641856837391,0.2912548651053419,0.22660570484764286,0.0,0.3,0.0052998856760118045,0.014863125802629624
2020-04-08,Maximum Sharpe,0.16751764107497535,0.2999999999999996,2.9475958929703743e-16,5.789695414459088e-16,1.2378876217259842e-17,0.29185687186914094,0.24062548705588316,0.0,3.7592174354985873e-16,0.0
2020-07-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2020-07-08,Minimum Variance,0.031189517929570865,1.3083468729713318e-17,0.0,0.07010675731365838,0.3,0.2660020488278925,2.1838465458635493e-17,0.3,0.0,0.03270167592887828
2020-07-08,Maximum Sharpe,0.29999999999999977,0.29999999999999977,3.9028592707195566e-16,0.0,1.4973532927777984e-16,0.29073449133838647,0.1092655086616131,3.147656076001824e-16,4.213302940773836e-16,8.044476415412264e-18
2020-10-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2020-10-08,Minimum Variance,0.02541670863921404,3.2590335353217104e-18,0.0,0.06518633031002989,0.3,0.28165250949328635,4.864935939104337e-18,0.3,0.0,0.027744451557469865
2020-10-08,Maximum Sharpe,0.3,0.3,0.0,5.388507338890471e-16,0.0,0.2971182301147894,0.102881769885211,0.0,3.734579624306519e-18,0.0
2021-01-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2021-01-08,Minimum Variance,0.016711777542114132,1.16552813497585e-18,0.0,0.03673663858393469,0.3,0.3,0.0,0.2888543201680955,5.50704844568697e-18,0.057697263705855664
2021-01-08,Maximum Sharpe,0.3,0.3,0.0,2.0937807631468917e-16,2.2897419504556407e-17,0.29999999999999966,0.10000000000000032,0.0,1.1013328497104537e-16,1.5698173517832686e-16
2021-04-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2021-04-08,Minimum Variance,0.015400308144962687,0.0,2.912665267808264e-18,0.037265537452256775,0.3,0.29671120132909995,0.0,0.2673998343705973,0.004064595640544637,0.07915852306253854
2021-04-08,Maximum Sharpe,0.3,0.29999999999999993,8.043167917285591e-17,1.0348346907414489e-16,4.7794229165726836e-17,0.29999999999999993,0.0028016845720696764,0.0,0.05764429631664806,0.03955401911128233
2021-07-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2021-07-08,Minimum Variance,0.015343803148292548,8.10490480055768e-19,0.0,0.034844295362071516,0.3,0.3,5.360708998855088e-18,0.2674565423613308,0.013568000768938297,0.06878735835936688
2021-07-08,Maximum Sharpe,0.2999999999999996,0.29999999999999977,8.162814599920293e-17,0.0,1.6112712421925737e-17,0.3,0.0891723593052567,6.763666227637861e-17,0.0108276406947437,6.172561963296979e-17
2021-10-08,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2021-10-08,Minimum Variance,0.004897761695259676,4.6635686108200316e-18,8.942871975775105e-18,0.03439574074752788,0.3,0.3,0.0,0.272322867520334,0.020329794337261276,0.06805383569961712
2021-10-08,Maximum Sharpe,0.25216078812597714,0.29999999999999977,0.002307801939577767,1.8742615655782903e-16,7.174665807904263e-17,0.3,0.14553140993444508,0.0,1.4040543344684263e-16,0.0
2022-01-10,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2022-01-10,Minimum Variance,0.02530229167848391,0.0,5.167584115223747e-18,0.031362767614844377,0.3,0.3,5.2763749093867215e-18,0.2504988797295348,0.025316416862486757,0.06751964411465025
2022-01-10,Maximum Sharpe,0.3,0.04878788655463999,0.0,3.04891850682941e-16,0.0,0.29999999999999993,0.29999999999999993,0.0,0.039424681257306415,0.011787432188053545
2022-04-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2022-04-11,Minimum Variance,0.022620541409187525,0.009340537618035152,7.869686234553236e-18,0.0385796682726556,0.3,0.3,8.045680091345478e-18,0.23431483049028426,0.045584652790350594,0.049559769419486976
2022-04-11,Maximum Sharpe,0.2999999999999999,2.2197823027185025e-16,0.0,6.288128448329928e-17,1.2070601098734472e-16,0.29999999999999993,0.3,0.00455213383478945,0.09544786616521048,0.0
2022-07-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2022-07-11,Minimum Variance,7.042559245450288e-18,0.021955879459988083,7.390425088975788e-18,0.04253255288307342,0.3,0.3,0.0,0.23310674148465088,0.057042235094610066,0.04536259107767748
2022-07-11,Maximum Sharpe,0.3,6.865641914018019e-18,4.992543089201367e-18,0.032671011840090525,0.2649293494503182,0.036154901154738,0.29999999999999993,0.024073565635497972,0.04217117191935526,7.968819329202403e-18
2022-10-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2022-10-11,Minimum Variance,0.00471111208290529,0.01417931577149428,1.906578175405939e-17,0.05723533921457853,0.3,0.3,0.0,0.2419250865513056,0.045832901560518176,0.03611624481919821
2022-10-11,Maximum Sharpe,0.2999999999999999,0.0,0.0,0.26100852964547905,0.2207253141037905,0.0,0.2182661562507311,7.071162655914792e-17,2.4658936586858654e-16,1.6633606580000788e-16
2023-01-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2023-01-11,Minimum Variance,1.1722332211925292e-17,0.0066065430119852725,0.0,0.06186126357050312,0.3,0.3,0.0,0.26155540071881705,0.036040004658039165,0.033936788040655315
2023-01-11,Maximum Sharpe,5.7544921193905625e-18,0.0,1.851775534674638e-16,0.2863878057367684,0.12206439206166673,0.08879337238861959,0.3,0.0,0.20275442981294503,0.0
2023-04-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2023-04-11,Minimum Variance,0.0,0.04686418777548851,0.005609894196766977,0.0717037323698188,0.3,0.3,6.63468453209293e-18,0.17418188667881293,0.031681893960275154,0.06995840501883756
2023-04-11,Maximum Sharpe,0.13195801241241598,0.0,0.0,0.2999999999999998,0.06810815363900666,0.3,0.19306592422323282,0.0,0.006867909725344829,0.0
2023-07-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2023-07-11,Minimum Variance,0.0,0.039239472741647734,0.02427013797531431,0.08695975377245138,0.3,0.2969956584702298,4.386296854868643e-18,0.16089682204473124,0.035222682784674206,0.05641547221095133
2023-07-11,Maximum Sharpe,0.00928158912737928,8.441458189334433e-17,1.0880666478184725e-16,0.3,0.044821075677369523,0.19116569478288065,0.20828906736881514,0.15161871297545917,0.09482386006809627,0.0
2023-10-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2023-10-11,Minimum Variance,0.0,0.05423322886739728,0.018971644183459938,0.08911744377190632,0.3,0.2601423147660983,2.7625255991673743e-18,0.18003019280290322,0.037109669956308516,0.06039550565192655
2023-10-11,Maximum Sharpe,0.0,4.574833383204773e-17,0.0,0.3,0.2762132194538531,0.11543815600710483,0.20868403574454142,3.7069485003714294e-17,0.09966458879450026,1.3341411168118487e-16
2024-01-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2024-01-11,Minimum Variance,1.456999018832026e-17,0.056738108189938075,0.042868993704977716,0.10234291003669761,0.3,0.18370724649021883,0.0,0.25300987654553236,0.029930715605668783,0.031402149426966605
2024-01-11,Maximum Sharpe,0.0,0.0030631988277019006,4.0554092338190784e-17,0.3,0.10607989892297305,0.034919178139199425,0.25333117403975064,0.3,0.0026065500703746133,8.991309223744026e-17
2024-04-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2024-04-11,Minimum Variance,1.0692402290609573e-17,0.05771573147130854,0.03680288074697162,0.11268632309434229,0.3,0.1882163296137319,0.0,0.2582150154702499,0.03175087654973893,0.014612843053656866
2024-04-11,Maximum Sharpe,2.989009396398902e-16,0.0,7.479424363890844e-17,0.2999999999999998,4.032069098758349e-17,0.3,0.29826534792216663,0.0685945548799529,0.033140097197880185,7.00637572800989e-17
2024-07-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2024-07-11,Minimum Variance,4.4852092831887915e-18,0.05872630619099788,0.030852089769542745,0.11962211094094187,0.3,0.195653045180833,0.0003101938495440497,0.24648314518105405,0.026747943978122996,0.021605164908963505
2024-07-11,Maximum Sharpe,1.1471794785014195e-17,2.2649645359258343e-16,1.8581828923768677e-16,0.29999999999999993,1.0429064925119801e-16,0.29999999999999993,0.3,0.09999999999999949,1.1796119636642288e-16,0.0
2024-10-11,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2024-10-11,Minimum Variance,3.1438438528170142e-18,0.06690060277512998,0.03073935328199148,0.12203991201191397,0.3,0.17991460633799097,0.0055815873954072935,0.24222999883431354,0.031765405814569395,0.020828533548683446
2024-10-11,Maximum Sharpe,0.0,0.0,0.0,0.3,0.0,0.09710922363199036,0.23348887309095742,0.3,0.06940190327705187,1.5358972753124596e-16
2025-01-13,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2025-01-13,Minimum Variance,0.0,0.061732822767317994,0.02811503239660785,0.12482985804368651,0.3,0.17412632277446854,0.009753959028590777,0.2562346112547214,0.038660594454342834,0.006546799280264096
2025-01-13,Maximum Sharpe,0.0,0.0,0.12144313604603683,0.29999999999999993,2.7238928275852418e-17,0.12983579419295996,0.3,0.08864069755023152,0.06008037221077196,1.7901009517415836e-16
2025-04-14,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2025-04-14,Minimum Variance,8.832684721241806e-20,0.06889648674039778,0.027869197025881375,0.11396197861584101,0.3,0.18215725597900945,0.017793906132474474,0.25801180438406646,0.018371957300137305,0.012937413822192233
2025-04-14,Maximum Sharpe,0.0,0.0,0.29999999999999993,0.06670393887485275,0.0,0.03329606112514728,0.3,0.3,0.0,1.2953861023507605e-16
2025-07-14,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2025-07-14,Minimum Variance,9.186020291042655e-19,0.0911988496847822,0.033891852385571755,0.12151525232559339,0.2776147170429483,0.1753007256023128,0.026163287735014445,0.267629973071507,0.005772156096746736,0.0009131860555234092
2025-07-14,Maximum Sharpe,1.7261852541206988e-19,1.2452849192284367e-16,0.29999999999999993,0.0650881777137165,0.0,0.06057872531042839,0.2852631537105897,0.23451764014848922,0.05455230311677602,1.7649101628708346e-17
2025-10-14,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2025-10-14,Minimum Variance,1.0648617247516701e-18,0.11002856099276477,0.05150876018310824,0.11549138618529198,0.23623157131814018,0.17341325056650084,0.028287511206640005,0.26986973394707586,0.013583856396130186,0.0015853692043478489
2025-10-14,Maximum Sharpe,0.0,1.2031837347173762e-16,0.27148594703264595,0.0,0.20450684368381117,0.06492143283334578,0.2441468248564565,0.16313691860625837,0.05180203298748249,0.0
2026-01-14,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2026-01-14,Minimum Variance,3.4426053792509934e-18,0.14589979561034666,0.03686402826927679,0.11222848013670673,0.20968856819536685,0.15041682561855027,0.03555394652916158,0.2727819865944045,0.020590824101008445,0.015975544945178208
2026-01-14,Maximum Sharpe,0.0,1.0255841117121504e-17,0.12950822514461988,2.0020659899633284e-17,0.28240158248872893,1.0524065835158743e-17,0.2385728468621568,0.26395635512414506,0.08556099038034941,3.113344902031788e-17
2026-04-14,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2026-04-14,Minimum Variance,2.7697135905053922e-18,0.16062452966311322,0.047548632428250505,0.12742423223455365,0.22376349635486592,0.13424958784535576,0.03874978281993076,0.24941186830743448,1.9329730637790657e-19,0.018227870346495822
2026-04-14,Maximum Sharpe,1.0817610726906421e-16,0.0,0.1273223177571242,0.03188532952855875,0.3,2.129097651309562e-17,0.17495159629981588,0.22658177048572614,0.13925898592877495,1.2271727624961839e-16
2026-07-14,Equal Weight,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2026-07-14,Minimum Variance,1.4794220776926573e-18,0.15280661123865136,0.049414798532880534,0.12391232644120237,0.190497555891618,0.139676984493743,0.04327085671689345,0.24514690868989983,0.036321333858150374,0.01895262413696102
2026-07-14,Maximum Sharpe,3.5208663933396344e-16,0.0,0.09700598755338288,0.04766641624873894,0.2837925140919984,0.0,0.14555469269456092,0.28074820647679605,0.14523218293452284,0.0
