Ticker,Predicted_Return,Sentiment,Volatility,Max_Drawdown,Beta,Forecast_Signal,Sentiment_Signal,Risk_Signal,Composite_Score,Recommendation
AAPL,0.0135194323956966,0.0,0.2874426348296084,-0.3851589943733308,1.1850283046229155,0.13366687511568776,0.06298330360629989,0.40982978084098315,0.003762472471537215,HOLD
MSFT,0.0028807441703975,0.1850910782814026,0.2759124420828998,-0.37148484613572885,1.1801912898575682,-0.3108273955323909,0.46833346473796,0.3836652953840496,-0.09164671742161738,HOLD
JPM,0.0026708669029176,0.0,0.268988359896886,-0.4362650036069998,1.084485474436163,-0.3195962626105938,0.06298330360629989,0.39879014083100106,-0.22066116838960714,SELL
XOM,-0.0136141646653413,-0.4853796660900116,0.27484104172443413,-0.6134248043753279,0.7678859854713689,-1.0,-1.0,0.4601928874174313,-0.8920385774834863,SELL
JNJ,0.034254565834999,0.0,0.18349565176911012,-0.27366270792682157,0.4689336071341212,1.0,0.06298330360629989,0.026521037395733305,0.5135907836027434,BUY
PG,0.0008753603324294,0.0,0.18658372153955605,-0.24504222449613844,0.49684630891427994,-0.39461419401261566,0.06298330360629989,0.016545880034962008,-0.18172128193141027,HOLD
NVDA,0.0271313712000846,0.0,0.4816569293611044,-0.6633508974336899,1.7631903386765515,0.7023863152224701,0.06298330360629989,1.0,0.170088148693125,HOLD
KO,0.0095030833035707,0.0,0.17895882933864202,-0.3698753269612691,0.5092761142554868,-0.03413991859476373,0.06298330360629989,0.09887814597494146,-0.01795059741048019,HOLD
HD,0.0007601538673043,0.4278607666492462,0.2440364363451721,-0.3799370264276375,0.9457572694029568,-0.399427627079293,1.0,0.29326424382160066,0.04163333769603334,HOLD
